best,generations,runtime
43.333333333333336,1,55.21857738494873
43.666666666666664,2,110.39634776115417
43.666666666666664,3,166.19920802116394
43.666666666666664,4,220.50124192237854
46.333333333333336,5,272.58152413368225
46.333333333333336,6,325.3611190319061
56.0,7,377.65683007240295
56.0,8,431.3465003967285
56.0,9,484.41819977760315
56.0,10,537.749742269516
56.0,11,591.5960314273834
56.0,12,645.6614899635315
56.0,13,698.837592124939
56.0,14,753.0856387615204
56.0,15,805.4864542484283
56.0,16,858.0654962062836
56.0,17,911.3704092502594
56.0,18,964.7580859661102
56.0,19,1017.8846881389618
56.0,20,1072.309071779251
56.0,21,1124.8080208301544
56.0,22,1177.9477746486664
56.0,23,1230.8558220863342
56.0,24,1284.2357783317566
56.0,25,1336.8273282051086
56.0,26,1389.9894406795502
56.0,27,1442.0131030082703
56.0,28,1495.137053012848
56.0,29,1548.5811824798584
56.0,30,1602.847307920456
56.0,31,1657.1287858486176
56.0,32,1709.8311038017273
56.0,33,1764.188647031784
56.0,34,1816.5579798221588
56.0,35,1870.561698436737
56.0,36,1924.638593673706
56.0,37,1976.9722316265106
71.66666666666667,38,2030.5207736492157
71.66666666666667,39,2084.4906175136566
71.66666666666667,40,2138.822037220001
71.66666666666667,41,2192.431322336197
71.66666666666667,42,2245.039725780487
71.66666666666667,43,2300.12535071373
71.66666666666667,44,2354.7715759277344
71.66666666666667,45,2409.0514385700226
71.66666666666667,46,2463.7181577682495
71.66666666666667,47,2520.420176744461
71.66666666666667,48,2573.412248134613
71.66666666666667,49,2627.542387008667
71.66666666666667,50,2681.6821897029877
71.66666666666667,51,2738.8961086273193
71.66666666666667,52,2793.422700405121
71.66666666666667,53,2846.785632610321
71.66666666666667,54,2899.348644733429
71.66666666666667,55,2953.686094045639
71.66666666666667,56,3006.1919288635254
71.66666666666667,57,3062.860852956772
71.66666666666667,58,3117.5673954486847
71.66666666666667,59,3170.849597454071
71.66666666666667,60,3224.861037492752
71.66666666666667,61,3277.356313943863
71.66666666666667,62,3331.590710401535
71.66666666666667,63,3384.381192922592
71.66666666666667,64,3436.908979654312
71.66666666666667,65,3491.130744934082
71.66666666666667,66,3544.7250638008118
71.66666666666667,67,3598.431175470352
71.66666666666667,68,3650.8113267421722
71.66666666666667,69,3705.200177669525
71.66666666666667,70,3758.645537376404
71.66666666666667,71,3810.515469789505
71.66666666666667,72,3863.6091487407684
71.66666666666667,73,3917.8603620529175
71.66666666666667,74,3969.840600013733
71.66666666666667,75,4022.922547340393
71.66666666666667,76,4076.9334886074066
71.66666666666667,77,4131.169894218445
71.66666666666667,78,4184.128968715668
71.66666666666667,79,4237.479900360107
71.66666666666667,80,4290.972627401352
71.66666666666667,81,4343.610903501511
71.66666666666667,82,4397.14345908165
71.66666666666667,83,4450.4340398311615
71.66666666666667,84,4506.451272010803
71.66666666666667,85,4560.7066032886505
71.66666666666667,86,4615.9832718372345
71.66666666666667,87,4669.396513938904
71.66666666666667,88,4723.285741329193
71.66666666666667,89,4777.806849002838
71.66666666666667,90,4831.364258527756
71.66666666666667,91,4885.088710308075
71.66666666666667,92,4939.34866809845
71.66666666666667,93,4990.994064331055
71.66666666666667,94,5043.150691747665
71.66666666666667,95,5096.874928712845
71.66666666666667,96,5149.5191259384155
71.66666666666667,97,5202.920028686523
71.66666666666667,98,5255.854295730591
71.66666666666667,99,5309.835264921188
71.66666666666667,100,5364.287308216095
71.66666666666667,101,5417.908438682556
71.66666666666667,102,5471.056748390198
71.66666666666667,103,5522.76460647583
71.66666666666667,104,5576.51908493042
71.66666666666667,105,5630.721606492996
71.66666666666667,106,5684.533427238464
71.66666666666667,107,5737.7718896865845
71.66666666666667,108,5792.756920337677
71.66666666666667,109,5845.959472417831
71.66666666666667,110,5899.757750749588
71.66666666666667,111,5952.671521425247
71.66666666666667,112,6005.915675163269
71.66666666666667,113,6058.649824380875
71.66666666666667,114,6112.541679382324
71.66666666666667,115,6165.750290632248
71.66666666666667,116,6219.4896330833435
71.66666666666667,117,6271.141588687897
71.66666666666667,118,6324.303109407425
71.66666666666667,119,6377.203277349472
71.66666666666667,120,6431.44185757637
71.66666666666667,121,6485.585543870926
71.66666666666667,122,6537.573699235916
71.66666666666667,123,6590.331738471985
71.66666666666667,124,6642.915256977081
71.66666666666667,125,6696.204931974411
71.66666666666667,126,6749.76366353035
71.66666666666667,127,6802.596686601639
71.66666666666667,128,6858.272995710373
71.66666666666667,129,6911.291610717773
71.66666666666667,130,6965.75323343277
71.66666666666667,131,7019.08685708046
71.66666666666667,132,7072.433916091919
71.66666666666667,133,7126.320956230164
71.66666666666667,134,7181.488620758057
71.66666666666667,135,7235.20498585701
71.66666666666667,136,7290.458362579346
71.66666666666667,137,7344.8760306835175
71.66666666666667,138,7397.971846103668
71.66666666666667,139,7451.203011035919
71.66666666666667,140,7503.303740262985
71.66666666666667,141,7557.711443901062
71.66666666666667,142,7611.37731385231
71.66666666666667,143,7664.677521944046
71.66666666666667,144,7717.522132635117
71.66666666666667,145,7770.074546813965
71.66666666666667,146,7822.795626163483
71.66666666666667,147,7877.244621992111
71.66666666666667,148,7930.75191950798
71.66666666666667,149,7984.745697975159
71.66666666666667,150,8037.433582544327
71.66666666666667,151,8090.573812961578
71.66666666666667,152,8142.830151557922
71.66666666666667,153,8195.883297920227
71.66666666666667,154,8249.84804391861
71.66666666666667,155,8304.160985946655
71.66666666666667,156,8357.52214050293
71.66666666666667,157,8411.871011972427
71.66666666666667,158,8466.533061504364
71.66666666666667,159,8519.881638765335
71.66666666666667,160,8574.648611783981
71.66666666666667,161,8628.341804981232
71.66666666666667,162,8682.778381586075
71.66666666666667,163,8736.607381105423
71.66666666666667,164,8790.510825872421
71.66666666666667,165,8843.86852312088
71.66666666666667,166,8896.280358314514
71.66666666666667,167,8951.466981649399
71.66666666666667,168,9003.967320680618
71.66666666666667,169,9057.354227542877
71.66666666666667,170,9110.79235458374
71.66666666666667,171,9163.786303758621
71.66666666666667,172,9217.145890951157
71.66666666666667,173,9270.19455075264
71.66666666666667,174,9324.683018922806
71.66666666666667,175,9379.405184745789
71.66666666666667,176,9433.901000738144
71.66666666666667,177,9487.842726945877
71.66666666666667,178,9541.134272098541
71.66666666666667,179,9594.030958652496
71.66666666666667,180,9648.347700357437
71.66666666666667,181,9700.784278869629
71.66666666666667,182,9753.79725241661
71.66666666666667,183,9806.170231580734
71.66666666666667,184,9860.119274616241
71.66666666666667,185,9914.345657348633
71.66666666666667,186,9966.98319196701
71.66666666666667,187,10019.839318752289
71.66666666666667,188,10073.550603628159
71.66666666666667,189,10128.258583784103
71.66666666666667,190,10182.034879207611
71.66666666666667,191,10234.684811115265
71.66666666666667,192,10288.778336048126
71.66666666666667,193,10341.369609594345
71.66666666666667,194,10395.87736916542
71.66666666666667,195,10449.183445692062
71.66666666666667,196,10501.437080144882
71.66666666666667,197,10555.482721090317
71.66666666666667,198,10609.237748861313
71.66666666666667,199,10663.362952709198
71.66666666666667,200,10716.824266433716
71.66666666666667,201,10769.807527065277
71.66666666666667,202,10822.673669576645
71.66666666666667,203,10876.425765752792
71.66666666666667,204,10928.914729595184
71.66666666666667,205,10981.746007680893
71.66666666666667,206,11035.898716926575
71.66666666666667,207,11087.692812919617
71.66666666666667,208,11141.188551187515
71.66666666666667,209,11194.60396528244
71.66666666666667,210,11247.747858524323
71.66666666666667,211,11301.301412820816
71.66666666666667,212,11355.627172708511
71.66666666666667,213,11409.772053718567
71.66666666666667,214,11464.448633432388
71.66666666666667,215,11517.602534532547
71.66666666666667,216,11572.973759889603
71.66666666666667,217,11624.221183776855
71.66666666666667,218,11677.675628900528
71.66666666666667,219,11730.56135892868
71.66666666666667,220,11784.591450452805
71.66666666666667,221,11837.642030000687
71.66666666666667,222,11893.192764282227
71.66666666666667,223,11947.561021566391
71.66666666666667,224,12001.455429315567
71.66666666666667,225,12056.605586051941
71.66666666666667,226,12110.536380290985
71.66666666666667,227,12164.136236667633
71.66666666666667,228,12217.35076713562
71.66666666666667,229,12271.319792032242
71.66666666666667,230,12325.579331159592
71.66666666666667,231,12377.741570234299
71.66666666666667,232,12432.419843912125
71.66666666666667,233,12485.367274045944
71.66666666666667,234,12538.617750406265
71.66666666666667,235,12592.43672800064
71.66666666666667,236,12647.326082229614
71.66666666666667,237,12699.915622234344
71.66666666666667,238,12753.384256601334
71.66666666666667,239,12807.061308383942
71.66666666666667,240,12860.595994472504
71.66666666666667,241,12914.427344322205
71.66666666666667,242,12966.887852668762
71.66666666666667,243,13019.891418218613
71.66666666666667,244,13072.858898878098
71.66666666666667,245,13127.347575187683
71.66666666666667,246,13179.907603025436
71.66666666666667,247,13232.658735275269
71.66666666666667,248,13284.652194023132
