best,generations,runtime
47.666666666666664,1,52.78485608100891
47.666666666666664,2,106.03660774230957
47.666666666666664,3,159.05711007118225
57.333333333333336,4,211.50751972198486
57.333333333333336,5,264.2794234752655
57.333333333333336,6,317.51505494117737
57.333333333333336,7,372.499214887619
57.333333333333336,8,426.2272160053253
57.333333333333336,9,478.4651474952698
57.333333333333336,10,532.3620085716248
57.333333333333336,11,587.360995054245
57.333333333333336,12,640.911511182785
57.333333333333336,13,694.1724915504456
57.333333333333336,14,747.9381060600281
57.333333333333336,15,801.4715321063995
57.333333333333336,16,855.1617183685303
57.333333333333336,17,907.9639592170715
57.333333333333336,18,961.172360420227
57.333333333333336,19,1014.9644348621368
57.333333333333336,20,1068.0507962703705
57.333333333333336,21,1120.6250278949738
57.333333333333336,22,1173.7215466499329
57.333333333333336,23,1227.8654267787933
57.333333333333336,24,1281.9806172847748
57.333333333333336,25,1336.7232911586761
57.333333333333336,26,1389.1454091072083
57.333333333333336,27,1441.4652383327484
57.333333333333336,28,1493.4793751239777
57.333333333333336,29,1545.9364957809448
57.333333333333336,30,1599.0575966835022
57.333333333333336,31,1652.6377761363983
57.333333333333336,32,1706.6511812210083
57.333333333333336,33,1761.054458618164
57.333333333333336,34,1813.7375185489655
57.333333333333336,35,1866.3170790672302
57.333333333333336,36,1919.7113740444183
57.333333333333336,37,1972.1234893798828
57.333333333333336,38,2024.9241092205048
57.333333333333336,39,2077.5338180065155
57.333333333333336,40,2130.6868846416473
57.333333333333336,41,2183.564512491226
57.333333333333336,42,2236.6485414505005
57.333333333333336,43,2288.90775847435
57.333333333333336,44,2342.621570587158
57.333333333333336,45,2394.8133585453033
57.333333333333336,46,2448.713399171829
57.333333333333336,47,2503.1129055023193
57.333333333333336,48,2556.4826517105103
57.333333333333336,49,2610.282348871231
57.333333333333336,50,2662.3559448719025
57.333333333333336,51,2714.5148470401764
57.333333333333336,52,2767.996861934662
57.333333333333336,53,2821.5465817451477
57.333333333333336,54,2874.4653770923615
57.333333333333336,55,2928.9465782642365
57.333333333333336,56,2981.6320066452026
