raw,rawselected,best,generations,temperature,runtime
0.4266666666666667,0.4266666666666667,0.4266666666666667,1,3000.0,10.651561260223389
0.06633333333333331,0.06633333333333331,0.4266666666666667,2,3000.0,11.880818605422974
0.12666666666666662,0.12666666666666662,0.4266666666666667,3,3000.0,13.138514757156372
0.0,0.0,0.4266666666666667,4,3000.0,14.39847207069397
0.27666666666666667,0.27666666666666667,0.4266666666666667,5,3000.0,15.369952917098999
0.15633333333333332,0.15633333333333332,0.4266666666666667,6,3000.0,16.457583904266357
0.2796666666666667,0.2796666666666667,0.4266666666666667,7,3000.0,17.418980836868286
0.0,0.0,0.4266666666666667,8,3000.0,18.674046277999878
0.3636666666666666,0.3636666666666666,0.4266666666666667,9,3000.0,19.525161266326904
0.2676666666666666,0.2676666666666666,0.4266666666666667,10,3000.0,20.505757570266724
0.29133333333333333,0.29133333333333333,0.4266666666666667,11,3000.0,21.408828735351562
0.12333333333333334,0.12333333333333334,0.4266666666666667,12,3000.0,22.597191095352173
0.3486666666666666,0.3486666666666666,0.4266666666666667,13,3000.0,23.455275297164917
0.0,0.0,0.4266666666666667,14,3000.0,24.70339322090149
0.1653333333333333,0.1653333333333333,0.4266666666666667,15,3000.0,25.76852774620056
0.10833333333333332,0.10833333333333332,0.4266666666666667,16,3000.0,26.918349266052246
0.042333333333333334,0.042333333333333334,0.4266666666666667,17,3000.0,28.16601014137268
0.04533333333333334,0.04533333333333334,0.4266666666666667,18,3000.0,29.465490341186523
0.1743333333333333,0.1743333333333333,0.4266666666666667,19,3000.0,30.519240379333496
0.0,0.0,0.4266666666666667,20,3000.0,31.775593757629395
0.48666666666666664,0.48666666666666664,0.48666666666666664,21,3000.0,32.445855379104614
0.18033333333333332,0.18033333333333332,0.48666666666666664,22,3000.0,33.495529651641846
0.1293333333333333,0.1293333333333333,0.48666666666666664,23,3000.0,34.61589241027832
0.1353333333333333,0.1353333333333333,0.48666666666666664,24,3000.0,35.727816343307495
0.3786666666666667,0.3786666666666667,0.48666666666666664,25,3000.0,36.54736089706421
0.5409999999999999,0.5409999999999999,0.5409999999999999,26,3000.0,37.190847873687744
0.18333333333333335,0.18333333333333335,0.5409999999999999,27,3000.0,38.23721647262573
0.48066666666666663,0.48066666666666663,0.5409999999999999,28,3000.0,38.91836643218994
0.14766666666666664,0.14766666666666664,0.5409999999999999,29,3000.0,40.06323552131653
0.0,0.0,0.5409999999999999,30,3000.0,41.47056579589844
0.07533333333333332,0.07533333333333332,0.5409999999999999,31,3000.0,42.67012143135071
0.0,0.0,0.5409999999999999,32,3000.0,43.92606282234192
0.1743333333333333,0.1743333333333333,0.5409999999999999,33,3000.0,45.082420110702515
0.4716666666666667,0.4716666666666667,0.5409999999999999,34,3000.0,45.77455925941467
0.36366666666666664,0.36366666666666664,0.5409999999999999,35,3000.0,46.61701583862305
0.20133333333333334,0.20133333333333334,0.5409999999999999,36,3000.0,47.637871980667114
0.21633333333333335,0.21633333333333335,0.5409999999999999,37,3000.0,48.63928008079529
0.31866666666666665,0.31866666666666665,0.5409999999999999,38,3000.0,49.54167914390564
0.03633333333333333,0.03633333333333333,0.5409999999999999,39,3000.0,50.80067205429077
0.27066666666666667,0.27066666666666667,0.5409999999999999,40,3000.0,51.773820877075195
0.2343333333333333,0.2343333333333333,0.5409999999999999,41,3000.0,52.74653744697571
0.0,0.0,0.5409999999999999,42,3000.0,54.011025190353394
0.1653333333333333,0.1653333333333333,0.5409999999999999,43,3000.0,55.10379195213318
0.25266666666666665,0.25266666666666665,0.5409999999999999,44,3000.0,56.12077307701111
0.39666666666666667,0.39666666666666667,0.5409999999999999,45,3000.0,56.995161056518555
0.11433333333333333,0.11433333333333333,0.5409999999999999,46,3000.0,58.13260078430176
0.29733333333333334,0.29733333333333334,0.5409999999999999,47,3000.0,59.02833676338196
0.4086666666666667,0.4086666666666667,0.5409999999999999,48,3000.0,59.810940980911255
0.2763333333333333,0.2763333333333333,0.5409999999999999,49,3000.0,60.731873750686646
0.3396666666666666,0.3396666666666666,0.5409999999999999,50,3000.0,61.60296034812927
0.07533333333333332,0.07533333333333332,0.5409999999999999,51,3000.0,63.57522535324097
0.41766666666666663,0.41766666666666663,0.5409999999999999,52,3000.0,65.41396188735962
0.36399999999999993,0.36399999999999993,0.5409999999999999,53,3000.0,67.00736093521118
0.0,0.0,0.5409999999999999,54,3000.0,68.26968455314636
0.0,0.0,0.5409999999999999,55,3000.0,69.5424497127533
0.0,0.0,0.5409999999999999,56,3000.0,70.80748438835144
0.2133333333333333,0.2133333333333333,0.5409999999999999,57,3000.0,71.83381748199463
0.4416666666666667,0.4416666666666667,0.5409999999999999,58,3000.0,72.6337161064148
0.22233333333333336,0.22233333333333336,0.5409999999999999,59,3000.0,73.63021612167358
0.505,0.505,0.5409999999999999,60,3000.0,74.32364130020142
0.24633333333333332,0.24633333333333332,0.5409999999999999,61,3000.0,75.28785467147827
0.17166666666666663,0.17166666666666663,0.5409999999999999,62,3000.0,76.39240264892578
0.1323333333333333,0.1323333333333333,0.5409999999999999,63,3000.0,77.51086950302124
0.20766666666666664,0.20766666666666664,0.5409999999999999,64,3000.0,78.56809401512146
0.3786666666666667,0.3786666666666667,0.5409999999999999,65,3000.0,79.39025378227234
0.3216666666666666,0.3216666666666666,0.5409999999999999,66,3000.0,80.29313945770264
0.5016666666666666,0.5016666666666666,0.5409999999999999,67,3000.0,80.94958472251892
0.11133333333333333,0.11133333333333333,0.5409999999999999,68,3000.0,82.09658646583557
0.20733333333333334,0.20733333333333334,0.5409999999999999,69,3000.0,83.1616952419281
0.17733333333333334,0.17733333333333334,0.5409999999999999,70,3000.0,84.20834922790527
0.42966666666666664,0.42966666666666664,0.5409999999999999,71,3000.0,84.95474219322205
0.0,0.0,0.5409999999999999,72,3000.0,86.20288944244385
0.0,0.0,0.5409999999999999,73,3000.0,87.4558162689209
0.39366666666666666,0.39366666666666666,0.5409999999999999,74,3000.0,88.25583171844482
0.22833333333333336,0.22833333333333336,0.5409999999999999,75,3000.0,89.24317383766174
0.0,0.0,0.5409999999999999,76,3000.0,90.50105023384094
0.5046666666666667,0.5046666666666667,0.5409999999999999,77,3000.0,91.20518040657043
0.20766666666666664,0.20766666666666664,0.5409999999999999,78,3000.0,92.25779581069946
0.6699999999999999,0.6699999999999999,0.6699999999999999,79,3000.0,92.72185492515564
0.3369999999999999,0.3369999999999999,0.6699999999999999,80,3000.0,93.64500212669373
0.4206666666666667,0.4206666666666667,0.6699999999999999,81,3000.0,94.40819358825684
0.41766666666666663,0.41766666666666663,0.6699999999999999,82,3000.0,95.17303681373596
0.5346666666666667,0.5346666666666667,0.6699999999999999,83,3000.0,95.77804350852966
0.2643333333333333,0.2643333333333333,0.6699999999999999,84,3000.0,96.73555278778076
0.61,0.61,0.6699999999999999,85,3000.0,97.28197932243347
0.0,0.0,0.6699999999999999,86,3000.0,98.53789114952087
0.060333333333333315,0.060333333333333315,0.6699999999999999,87,3000.0,99.77413320541382
0.649,0.649,0.6699999999999999,88,3000.0,100.26985120773315
0.0,0.0,0.6699999999999999,89,3000.0,101.63784146308899
0.07833333333333332,0.07833333333333332,0.6699999999999999,90,3000.0,102.81796312332153
0.30333333333333334,0.30333333333333334,0.6699999999999999,91,3000.0,103.6961441040039
0.1413333333333333,0.1413333333333333,0.6699999999999999,92,3000.0,104.89326906204224
0.2373333333333333,0.2373333333333333,0.6699999999999999,93,3000.0,105.87157893180847
0.20166666666666666,0.20166666666666666,0.6699999999999999,94,3000.0,106.95027112960815
0.10233333333333332,0.10233333333333332,0.6699999999999999,95,3000.0,108.11854481697083
0.06633333333333331,0.06633333333333331,0.6699999999999999,96,3000.0,109.388676404953
0.49266666666666664,0.49266666666666664,0.6699999999999999,97,3000.0,110.05543541908264
0.42366666666666664,0.42366666666666664,0.6699999999999999,98,3000.0,110.81850743293762
