best,generations,runtime
0.5136666666666666,1,47.25918674468994
0.5136666666666666,2,94.05346584320068
0.7210000000000001,3,138.601793050766
0.7210000000000001,4,184.56812381744385
0.7210000000000001,5,229.59555387496948
0.7210000000000001,6,273.935240983963
0.7210000000000001,7,316.2764472961426
0.7210000000000001,8,363.424476146698
0.7210000000000001,9,408.95227551460266
0.7479999999999999,10,454.9781582355499
0.7479999999999999,11,499.77653455734253
0.7479999999999999,12,546.7196042537689
0.7479999999999999,13,592.3593142032623
0.7479999999999999,14,638.4766581058502
0.7479999999999999,15,678.0946364402771
0.7479999999999999,16,726.2146236896515
0.7479999999999999,17,771.057520866394
0.7479999999999999,18,816.5295560359955
0.7479999999999999,19,863.3780541419983
0.7479999999999999,20,908.5752527713776
0.7479999999999999,21,953.6531546115875
0.7479999999999999,22,998.2095131874084
0.7479999999999999,23,1042.8856632709503
0.7479999999999999,24,1089.2131464481354
0.7479999999999999,25,1135.130686044693
0.7479999999999999,26,1178.7110567092896
0.7479999999999999,27,1223.6985034942627
0.7479999999999999,28,1267.5430347919464
0.7479999999999999,29,1313.9870529174805
0.7479999999999999,30,1359.9587564468384
0.7479999999999999,31,1405.155562877655
0.7479999999999999,32,1449.7767033576965
0.7479999999999999,33,1495.6054949760437
0.7479999999999999,34,1541.3012697696686
0.7479999999999999,35,1584.9686844348907
0.7479999999999999,36,1631.4521179199219
0.7479999999999999,37,1674.7797062397003
0.7479999999999999,38,1720.5481674671173
0.7479999999999999,39,1763.2548205852509
0.7479999999999999,40,1809.6514749526978
0.7479999999999999,41,1853.9643023014069
0.7479999999999999,42,1900.0469965934753
0.7479999999999999,43,1946.6146807670593
0.7479999999999999,44,1991.949954509735
0.7479999999999999,45,2039.3541269302368
0.7479999999999999,46,2086.552459716797
0.7479999999999999,47,2131.6548130512238
0.7479999999999999,48,2175.2593171596527
0.7479999999999999,49,2220.3252816200256
0.7479999999999999,50,2267.5972349643707
0.7479999999999999,51,2313.2270891666412
0.7479999999999999,52,2359.8026144504547
0.7479999999999999,53,2403.2812962532043
0.7479999999999999,54,2450.4995772838593
0.7479999999999999,55,2494.6434490680695
0.7479999999999999,56,2540.0261957645416
0.7479999999999999,57,2587.5221638679504
0.7479999999999999,58,2634.418209552765
0.7479999999999999,59,2681.233640432358
0.7479999999999999,60,2728.727358818054
0.7479999999999999,61,2776.0227706432343
0.7479999999999999,62,2819.2286858558655
0.7479999999999999,63,2864.2804470062256
0.7479999999999999,64,2909.3815364837646
0.7479999999999999,65,2953.2773671150208
0.7479999999999999,66,2999.4513897895813
0.7479999999999999,67,3045.378962993622
0.7479999999999999,68,3091.4082264900208
0.7479999999999999,69,3136.2681884765625
0.7479999999999999,70,3180.7891762256622
0.7479999999999999,71,3224.5729694366455
0.7479999999999999,72,3271.2823605537415
0.7479999999999999,73,3316.209000349045
0.7479999999999999,74,3364.3451585769653
0.7479999999999999,75,3410.6696178913116
0.7479999999999999,76,3454.052456140518
0.7479999999999999,77,3499.224534034729
0.7479999999999999,78,3545.0034873485565
0.7479999999999999,79,3590.1486296653748
0.7479999999999999,80,3636.2127001285553
0.7479999999999999,81,3684.0528452396393
0.7479999999999999,82,3728.6779568195343
0.7479999999999999,83,3773.351655960083
0.7479999999999999,84,3818.93656539917
0.7479999999999999,85,3864.496795654297
0.7479999999999999,86,3909.513097047806
0.7479999999999999,87,3957.483116865158
0.7479999999999999,88,4001.036504983902
0.7479999999999999,89,4046.4793195724487
0.7479999999999999,90,4092.3303706645966
0.7479999999999999,91,4133.462728023529
0.7479999999999999,92,4179.198232412338
0.7479999999999999,93,4222.503058433533
0.7479999999999999,94,4266.884350538254
0.7479999999999999,95,4309.767012119293
0.7479999999999999,96,4355.168338537216
0.7479999999999999,97,4400.905245542526
0.7479999999999999,98,4444.807760000229
0.7479999999999999,99,4486.680374622345
0.7479999999999999,100,4533.123051166534
0.7479999999999999,101,4579.350585460663
0.7479999999999999,102,4622.962769508362
0.7479999999999999,103,4667.620987892151
0.7479999999999999,104,4714.063905954361
0.7479999999999999,105,4758.793721675873
0.7479999999999999,106,4804.14639043808
0.7479999999999999,107,4851.314083814621
0.7479999999999999,108,4897.104444742203
0.7479999999999999,109,4942.9946546554565
0.7479999999999999,110,4987.973158121109
0.7479999999999999,111,5033.871603012085
0.7479999999999999,112,5078.264922142029
0.7479999999999999,113,5122.582968950272
0.7479999999999999,114,5167.170212268829
0.7479999999999999,115,5210.638683319092
0.7479999999999999,116,5256.629496335983
0.7479999999999999,117,5300.853309631348
0.7479999999999999,118,5346.018007516861
0.7479999999999999,119,5390.2490956783295
0.7479999999999999,120,5435.585816860199
0.7479999999999999,121,5479.342663764954
0.7479999999999999,122,5522.7636461257935
0.7479999999999999,123,5567.270322084427
0.7479999999999999,124,5612.267825603485
0.7479999999999999,125,5659.277089357376
0.7479999999999999,126,5704.181480169296
0.7479999999999999,127,5747.5755298137665
0.7479999999999999,128,5793.874137163162
0.7479999999999999,129,5839.209050893784
0.7479999999999999,130,5884.742383003235
0.7479999999999999,131,5926.422479629517
0.7479999999999999,132,5969.9000079631805
0.7479999999999999,133,6014.468827962875
0.7479999999999999,134,6060.216113567352
0.7479999999999999,135,6105.160585403442
0.7479999999999999,136,6150.419835805893
0.7479999999999999,137,6197.703943014145
0.7479999999999999,138,6243.401312589645
0.7479999999999999,139,6288.463822364807
0.7479999999999999,140,6333.090707540512
0.8079999999999999,141,6377.347017765045
0.8079999999999999,142,6421.298760175705
0.8079999999999999,143,6467.2836101055145
0.8079999999999999,144,6512.84130525589
0.8079999999999999,145,6556.052978515625
0.8079999999999999,146,6601.994121789932
0.8079999999999999,147,6647.100553750992
0.8079999999999999,148,6692.753239870071
0.8079999999999999,149,6736.712358474731
0.8079999999999999,150,6782.649258852005
0.8079999999999999,151,6829.420589208603
0.8079999999999999,152,6872.80094742775
0.8079999999999999,153,6916.772371292114
0.8079999999999999,154,6963.930846452713
0.8079999999999999,155,7011.027352333069
0.8079999999999999,156,7057.154790878296
0.8079999999999999,157,7100.662791728973
0.8079999999999999,158,7146.070709705353
0.8079999999999999,159,7191.7876036167145
0.8079999999999999,160,7234.771223783493
0.8079999999999999,161,7280.38055229187
0.8079999999999999,162,7322.84973526001
0.8079999999999999,163,7368.45924949646
0.8079999999999999,164,7411.996332883835
0.8079999999999999,165,7456.643684625626
0.8079999999999999,166,7502.07146525383
0.8079999999999999,167,7547.241231679916
0.8079999999999999,168,7590.486243247986
0.8079999999999999,169,7635.2797174453735
0.8079999999999999,170,7680.812339067459
0.8079999999999999,171,7724.901382446289
0.8079999999999999,172,7768.633893489838
0.8079999999999999,173,7812.577930212021
0.8079999999999999,174,7858.964599847794
0.8079999999999999,175,7904.573415279388
0.8079999999999999,176,7949.514000892639
0.8079999999999999,177,7994.453361272812
0.8079999999999999,178,8039.25439786911
0.8079999999999999,179,8083.138519287109
0.8079999999999999,180,8129.980931520462
0.8079999999999999,181,8175.044173240662
0.8079999999999999,182,8221.402647018433
0.8079999999999999,183,8266.159549713135
0.8079999999999999,184,8312.555562973022
0.8079999999999999,185,8357.381200790405
0.8079999999999999,186,8402.35160946846
0.8079999999999999,187,8449.565729379654
0.8079999999999999,188,8495.81260228157
0.8079999999999999,189,8541.208273887634
0.8079999999999999,190,8588.279544830322
0.8079999999999999,191,8633.463425397873
0.8079999999999999,192,8678.32584285736
0.8079999999999999,193,8723.800409078598
0.8079999999999999,194,8769.988058805466
0.8079999999999999,195,8813.574421167374
0.8079999999999999,196,8855.79986858368
0.8079999999999999,197,8900.893006563187
0.8079999999999999,198,8947.84972167015
0.8079999999999999,199,8994.20203089714
0.8079999999999999,200,9038.413011550903
0.8079999999999999,201,9083.629399776459
0.8079999999999999,202,9126.242481470108
0.8079999999999999,203,9171.392408847809
0.8079999999999999,204,9218.912860393524
0.8079999999999999,205,9263.624773025513
0.8079999999999999,206,9306.9367685318
0.8079999999999999,207,9353.39758515358
0.8079999999999999,208,9397.64353609085
0.8079999999999999,209,9441.101574897766
0.8079999999999999,210,9487.61046075821
0.8079999999999999,211,9533.006622314453
0.8079999999999999,212,9580.149242401123
0.8079999999999999,213,9624.068379163742
0.8079999999999999,214,9668.900896549225
0.8079999999999999,215,9716.713104724884
0.8079999999999999,216,9762.076964855194
0.8079999999999999,217,9808.921989679337
0.8079999999999999,218,9854.768095970154
0.8079999999999999,219,9898.954144954681
0.8079999999999999,220,9943.731743335724
