raw,rawselected,best,generations,runtime
[0.4686666666666666],[0.4686666666666666],0.856,1,30.523661613464355
[0.4086666666666667],[0.4086666666666667],0.856,2,44.97431945800781
[0.45999999999999996],[0.45999999999999996],0.856,3,58.28723692893982
[0.25833333333333336],[0.25833333333333336],0.856,4,71.53944396972656
[0.4779999999999999],[0.4779999999999999],0.856,5,84.09850859642029
[0.43599999999999994],[0.43599999999999994],0.856,6,98.61749768257141
[0.799],[0.799],0.856,7,111.84554672241211
[0.3546666666666667],[0.3546666666666667],0.856,8,124.5576901435852
[0.7210000000000001],[0.7210000000000001],0.856,9,136.4531500339508
[0.5076666666666667],[0.5076666666666667],0.856,10,150.57168054580688
[0.0],[0.0],0.9039999999999999,11,163.13487005233765
[0.5586666666666666],[0.5586666666666666],0.9039999999999999,12,176.40474128723145
[0.5556666666666666],[0.5556666666666666],0.9039999999999999,13,190.93104219436646
[0.6066666666666667],[0.6066666666666667],0.9039999999999999,14,205.82744598388672
[0.3786666666666667],[0.3786666666666667],0.9039999999999999,15,219.72821950912476
[0.61],[0.61],0.9039999999999999,16,232.70746183395386
[0.3276666666666666],[0.3276666666666666],0.9039999999999999,17,247.44892859458923
[0.22233333333333336],[0.22233333333333336],0.9039999999999999,18,262.54741978645325
[0.29133333333333333],[0.29133333333333333],0.9039999999999999,19,277.3394424915314
[0.5226666666666667],[0.5226666666666667],0.9039999999999999,20,291.44579815864563
[0.4116666666666666],[0.4116666666666666],0.9039999999999999,21,304.488276720047
[0.21066666666666667],[0.21066666666666667],0.9039999999999999,22,316.9347414970398
[0.6309999999999999],[0.6309999999999999],0.9039999999999999,23,330.53898000717163
[0.5289999999999999],[0.5289999999999999],0.9039999999999999,24,343.3249967098236
[0.706],[0.706],0.9039999999999999,25,357.2078559398651
[0.3996666666666666],[0.3996666666666666],0.9039999999999999,26,371.94133949279785
[0.6699999999999999],[0.6699999999999999],0.9039999999999999,27,384.87542963027954
[0.22833333333333336],[0.22833333333333336],0.9039999999999999,28,397.7802646160126
[0.3396666666666666],[0.3396666666666666],0.9039999999999999,29,410.2825446128845
[0.26133333333333336],[0.26133333333333336],0.9039999999999999,30,424.7805550098419
[0.4056666666666667],[0.4056666666666667],0.9039999999999999,31,435.418297290802
[0.5316666666666666],[0.5316666666666666],0.9039999999999999,32,448.73764657974243
[0.37599999999999995],[0.37599999999999995],0.9039999999999999,33,461.4549169540405
[0.4206666666666667],[0.4206666666666667],0.9039999999999999,34,474.4637861251831
[0.79],[0.79],0.9039999999999999,35,487.48679304122925
[0.5046666666666666],[0.5046666666666666],0.9039999999999999,36,502.0370407104492
[0.64],[0.64],0.9039999999999999,37,516.0487084388733
[0.26133333333333336],[0.26133333333333336],0.9039999999999999,38,530.1269338130951
[0.763],[0.763],0.9039999999999999,39,543.3206934928894
[0.31566666666666665],[0.31566666666666665],0.9039999999999999,40,555.9542512893677
[0.4566666666666666],[0.4566666666666666],0.9039999999999999,41,569.2319188117981
[0.5256666666666666],[0.5256666666666666],0.9039999999999999,42,581.5411744117737
[0.592],[0.592],0.9039999999999999,43,594.4799973964691
[0.5106666666666667],[0.5106666666666667],0.9039999999999999,44,608.3379895687103
[0.36066666666666664],[0.36066666666666664],0.9039999999999999,45,622.8989381790161
[0.7929999999999998],[0.7929999999999998],0.9039999999999999,46,637.9519567489624
[0.5676666666666667],[0.5676666666666667],0.9039999999999999,47,650.3107392787933
[0.31266666666666665],[0.31266666666666665],0.9039999999999999,48,665.4180679321289
[0.26766666666666666],[0.26766666666666666],0.9039999999999999,49,677.8997151851654
[0.24033333333333332],[0.24033333333333332],0.9039999999999999,50,693.0584020614624
[0.09066666666666663],[0.09066666666666663],0.9039999999999999,51,707.5345101356506
[0.4746666666666666],[0.4746666666666666],0.9039999999999999,52,721.5645515918732
[0.5196666666666666],[0.5196666666666666],0.9039999999999999,53,735.3570320606232
[0.5616666666666666],[0.5616666666666666],0.9039999999999999,54,749.1891820430756
[0.03633333333333333],[0.03633333333333333],0.9039999999999999,55,763.2499988079071
[0.4746666666666666],[0.4746666666666666],0.9039999999999999,56,775.3815257549286
[0.5316666666666666],[0.5316666666666666],0.9039999999999999,57,789.2184603214264
[0.03933333333333333],[0.03933333333333333],0.9039999999999999,58,802.1960453987122
[0.24033333333333332],[0.24033333333333332],0.9039999999999999,59,813.8572816848755
[0.6849999999999999],[0.6849999999999999],0.9039999999999999,60,827.5643064975739
[0.30033333333333334],[0.30033333333333334],0.9039999999999999,61,843.6393494606018
[0.22866666666666666],[0.22866666666666666],0.9039999999999999,62,858.3849141597748
[0.39066666666666666],[0.39066666666666666],0.9039999999999999,63,871.1012187004089
[0.565],[0.565],0.9039999999999999,64,882.3553154468536
[0.7839999999999999],[0.7839999999999999],0.9039999999999999,65,894.9643821716309
[0.24033333333333332],[0.24033333333333332],0.9039999999999999,66,908.5290050506592
[0.25833333333333336],[0.25833333333333336],0.9039999999999999,67,922.9644601345062
[0.7450000000000001],[0.7450000000000001],0.9039999999999999,68,935.0993514060974
[0.29466666666666663],[0.29466666666666663],0.9039999999999999,69,947.4248197078705
[0.856],[0.856],0.9039999999999999,70,960.1460304260254
[0.38199999999999995],[0.38199999999999995],0.9039999999999999,71,973.8551969528198
[0.805],[0.805],0.9039999999999999,72,987.2209048271179
[0.45966666666666667],[0.45966666666666667],0.9039999999999999,73,999.5134205818176
[0.3093333333333333],[0.3093333333333333],0.9039999999999999,74,1013.570939540863
[0.4056666666666667],[0.4056666666666667],0.9039999999999999,75,1028.2033367156982
[0.09633333333333331],[0.09633333333333331],0.9039999999999999,76,1042.0863344669342
[0.11733333333333333],[0.11733333333333333],0.9039999999999999,77,1055.0527856349945
[0.574],[0.574],0.9039999999999999,78,1067.9458546638489
[0.18633333333333332],[0.18633333333333332],0.9039999999999999,79,1081.6684565544128
[0.613],[0.613],0.9039999999999999,80,1096.0018532276154
[0.5766666666666667],[0.5766666666666667],0.9039999999999999,81,1108.6736164093018
[0.6549999999999999],[0.6549999999999999],0.9039999999999999,82,1121.7335209846497
[0.7719999999999999],[0.7719999999999999],0.9039999999999999,83,1135.709706544876
[0.3486666666666666],[0.3486666666666666],0.9039999999999999,84,1148.2502181529999
[0.4746666666666666],[0.4746666666666666],0.9039999999999999,85,1161.6818668842316
[0.562],[0.562],0.9039999999999999,86,1177.7485570907593
[0.3516666666666666],[0.3516666666666666],0.9039999999999999,87,1191.7343666553497
[0.30633333333333335],[0.30633333333333335],0.9039999999999999,88,1206.9479095935822
[0.5139999999999999],[0.5139999999999999],0.9039999999999999,89,1222.212043762207
[0.6609999999999999],[0.6609999999999999],0.9039999999999999,90,1234.1339638233185
[0.37566666666666665],[0.37566666666666665],0.9039999999999999,91,1248.1696710586548
[0.3093333333333333],[0.3093333333333333],0.9039999999999999,92,1262.8051438331604
[0.44766666666666666],[0.44766666666666666],0.9039999999999999,93,1275.4264810085297
[0.694],[0.694],0.9039999999999999,94,1287.2528331279755
[0.3516666666666666],[0.3516666666666666],0.9039999999999999,95,1301.5603926181793
[0.49300000000000005],[0.49300000000000005],0.9039999999999999,96,1316.2093119621277
[0.5466666666666666],[0.5466666666666666],0.9039999999999999,97,1330.184505224228
[0.568],[0.568],0.9039999999999999,98,1344.6888003349304
[0.0],[0.0],0.9039999999999999,99,1358.4508426189423
[0.5406666666666666],[0.5406666666666666],0.9039999999999999,100,1371.4429020881653
[0.22833333333333336],[0.22833333333333336],0.9039999999999999,101,1383.5812952518463
[0.46900000000000003],[0.46900000000000003],0.9039999999999999,102,1396.9257564544678
[0.30666666666666664],[0.30666666666666664],0.9039999999999999,103,1409.2585129737854
[0.1353333333333333],[0.1353333333333333],0.9039999999999999,104,1424.1225697994232
[0.457],[0.457],0.9039999999999999,105,1437.356422662735
[0.8109999999999999],[0.8109999999999999],0.9039999999999999,106,1450.159435749054
[0.33099999999999996],[0.33099999999999996],0.9039999999999999,107,1464.7977430820465
[0.2376666666666666],[0.2376666666666666],0.9039999999999999,108,1477.4027230739594
[0.3426666666666667],[0.3426666666666667],0.9039999999999999,109,1489.527500152588
[0.37266666666666665],[0.37266666666666665],0.9039999999999999,110,1502.4318056106567
[0.7479999999999999],[0.7479999999999999],0.9039999999999999,111,1513.999088525772
[0.7120000000000001],[0.7120000000000001],0.9039999999999999,112,1526.2377579212189
[0.2316666666666666],[0.2316666666666666],0.9039999999999999,113,1540.2099258899689
[0.709],[0.709],0.9039999999999999,114,1554.2522423267365
[0.5046666666666666],[0.5046666666666666],0.9039999999999999,115,1566.8883266448975
[0.5736666666666667],[0.5736666666666667],0.9039999999999999,116,1581.090842962265
[0.4659999999999999],[0.4659999999999999],0.9039999999999999,117,1593.9643099308014
[0.2193333333333333],[0.2193333333333333],0.9039999999999999,118,1607.573000907898
[0.2703333333333333],[0.2703333333333333],0.9039999999999999,119,1621.1206669807434
[0.35766666666666663],[0.35766666666666663],0.9039999999999999,120,1634.1837289333344
[0.5499999999999999],[0.5499999999999999],0.9039999999999999,121,1648.322630405426
[0.5676666666666667],[0.5676666666666667],0.9039999999999999,122,1662.1139039993286
[0.709],[0.709],0.9039999999999999,123,1674.5448379516602
[0.18366666666666664],[0.18366666666666664],0.9039999999999999,124,1689.2954199314117
[0.7959999999999999],[0.7959999999999999],0.9039999999999999,125,1700.5340356826782
[0.7629999999999999],[0.7629999999999999],0.9039999999999999,126,1714.1265749931335
[0.3756666666666666],[0.3756666666666666],0.9039999999999999,127,1729.1230237483978
[0.4386666666666666],[0.4386666666666666],0.9039999999999999,128,1742.244750738144
[0.4746666666666666],[0.4746666666666666],0.9039999999999999,129,1755.7314569950104
[0.6096666666666667],[0.6096666666666667],0.9039999999999999,130,1769.5341384410858
[0.26133333333333336],[0.26133333333333336],0.9039999999999999,131,1783.7956111431122
[0.43566666666666665],[0.43566666666666665],0.9039999999999999,132,1798.0394299030304
[0.754],[0.754],0.9039999999999999,133,1810.0084640979767
[0.30066666666666664],[0.30066666666666664],0.9039999999999999,134,1824.8701424598694
[0.697],[0.697],0.9039999999999999,135,1838.1850800514221
[0.4746666666666666],[0.4746666666666666],0.9039999999999999,136,1851.6194167137146
[0.5436666666666666],[0.5436666666666666],0.9039999999999999,137,1865.935057401657
[0.36366666666666664],[0.36366666666666664],0.9039999999999999,138,1879.735988855362
[0.25833333333333336],[0.25833333333333336],0.9039999999999999,139,1893.009117603302
[0.29466666666666663],[0.29466666666666663],0.9039999999999999,140,1906.8670136928558
[0.38166666666666665],[0.38166666666666665],0.9039999999999999,141,1920.9685258865356
[0.7719999999999999],[0.7719999999999999],0.9039999999999999,142,1933.4581203460693
[0.4056666666666667],[0.4056666666666667],0.9039999999999999,143,1949.028660774231
[0.16566666666666663],[0.16566666666666663],0.9039999999999999,144,1963.6076641082764
[0.29433333333333334],[0.29433333333333334],0.9039999999999999,145,1978.443044424057
[0.883],[0.883],0.9039999999999999,146,1992.4089918136597
[0.5076666666666667],[0.5076666666666667],0.9039999999999999,147,2005.3297982215881
[0.25833333333333336],[0.25833333333333336],0.9039999999999999,148,2019.026073217392
[0.2373333333333333],[0.2373333333333333],0.9039999999999999,149,2031.2065477371216
[0.3486666666666666],[0.3486666666666666],0.9039999999999999,150,2044.002777814865
[0.583],[0.583],0.9039999999999999,151,2057.3420186042786
[0.742],[0.742],0.9039999999999999,152,2071.7320160865784
[0.2676666666666666],[0.2676666666666666],0.9039999999999999,153,2083.850935459137
[0.4749999999999999],[0.4749999999999999],0.9039999999999999,154,2098.164626598358
[0.43566666666666665],[0.43566666666666665],0.9039999999999999,155,2113.177845478058
[0.30333333333333334],[0.30333333333333334],0.9039999999999999,156,2126.206508398056
[0.25266666666666665],[0.25266666666666665],0.9039999999999999,157,2140.21994638443
[0.367],[0.367],0.9039999999999999,158,2154.322237968445
[0.05133333333333334],[0.05133333333333334],0.9039999999999999,159,2169.6596965789795
[0.49300000000000005],[0.49300000000000005],0.9039999999999999,160,2184.569137096405
[0.18633333333333332],[0.18633333333333332],0.9039999999999999,161,2199.627569913864
[0.39099999999999996],[0.39099999999999996],0.9039999999999999,162,2211.7400159835815
[0.5796666666666667],[0.5796666666666667],0.9039999999999999,163,2225.3359665870667
[0.0],[0.0],0.9039999999999999,164,2238.4159758090973
[0.4386666666666666],[0.4386666666666666],0.9039999999999999,165,2252.750829935074
[0.3936666666666666],[0.3936666666666666],0.9039999999999999,166,2265.8480739593506
[0.2823333333333333],[0.2823333333333333],0.9039999999999999,167,2279.575139284134
