raw,rawselected,best,generations,runtime
0.0,0.0,0.0,1,7.3730199337005615
0.1383333333333333,0.1383333333333333,0.1383333333333333,2,8.504652500152588
0.10833333333333332,0.1383333333333333,0.1383333333333333,3,9.682551622390747
0.48966666666666664,0.48966666666666664,0.48966666666666664,4,10.360332727432251
0.0,0.48966666666666664,0.48966666666666664,5,11.725027799606323
0.367,0.48966666666666664,0.48966666666666664,6,12.609606981277466
0.22566666666666665,0.48966666666666664,0.48966666666666664,7,13.64795207977295
0.23466666666666666,0.48966666666666664,0.48966666666666664,8,14.675392866134644
0.0,0.48966666666666664,0.48966666666666664,9,15.94818639755249
0.36366666666666664,0.48966666666666664,0.48966666666666664,10,16.7948637008667
0.18033333333333332,0.48966666666666664,0.48966666666666664,11,17.85908555984497
0.0,0.48966666666666664,0.48966666666666664,12,19.174656629562378
0.5559999999999999,0.5559999999999999,0.5559999999999999,13,19.795565605163574
0.1413333333333333,0.5559999999999999,0.5559999999999999,14,20.91157579421997
0.2853333333333333,0.5559999999999999,0.5559999999999999,15,21.82753896713257
0.15066666666666664,0.5559999999999999,0.5559999999999999,16,23.00490713119507
0.2796666666666667,0.5559999999999999,0.5559999999999999,17,23.98531484603882
0.3426666666666667,0.5559999999999999,0.5559999999999999,18,24.863085746765137
0.0,0.5559999999999999,0.5559999999999999,19,26.126832246780396
0.7479999999999999,0.7479999999999999,0.7479999999999999,20,26.487768411636353
0.15333333333333332,0.7479999999999999,0.7479999999999999,21,27.58681559562683
0.33666666666666667,0.7479999999999999,0.7479999999999999,22,28.474615812301636
0.0,0.7479999999999999,0.7479999999999999,23,29.809197187423706
0.0,0.7479999999999999,0.7479999999999999,24,31.073777437210083
0.24333333333333332,0.7479999999999999,0.7479999999999999,25,32.04637289047241
0.307,0.7479999999999999,0.7479999999999999,26,33.02164053916931
0.4389999999999999,0.7479999999999999,0.7479999999999999,27,33.81947302818298
0.5226666666666667,0.7479999999999999,0.7479999999999999,28,34.44772815704346
0.1293333333333333,0.7479999999999999,0.7479999999999999,29,35.58545207977295
0.15033333333333332,0.7479999999999999,0.7479999999999999,30,36.69202899932861
0.0,0.7479999999999999,0.7479999999999999,31,37.96760034561157
0.2703333333333333,0.7479999999999999,0.7479999999999999,32,38.90988373756409
0.19866666666666663,0.7479999999999999,0.7479999999999999,33,39.99132537841797
0.21633333333333335,0.7479999999999999,0.7479999999999999,34,41.05524301528931
0.5076666666666667,0.7479999999999999,0.7479999999999999,35,41.7060968875885
0.18333333333333335,0.7479999999999999,0.7479999999999999,36,42.77118682861328
0.0,0.7479999999999999,0.7479999999999999,37,44.0290801525116
0.0,0.7479999999999999,0.7479999999999999,38,45.292001485824585
0.2193333333333333,0.7479999999999999,0.7479999999999999,39,46.291651010513306
0.4116666666666666,0.7479999999999999,0.7479999999999999,40,47.069374561309814
0.37599999999999995,0.7479999999999999,0.7479999999999999,41,47.94555044174194
0.4326666666666667,0.7479999999999999,0.7479999999999999,42,48.702882289886475
0.3756666666666666,0.7479999999999999,0.7479999999999999,43,49.530405044555664
0.19833333333333333,0.7479999999999999,0.7479999999999999,44,50.556830167770386
0.49866666666666665,0.7479999999999999,0.7479999999999999,45,51.20842266082764
0.58,0.7479999999999999,0.7479999999999999,46,51.79427409172058
0.03633333333333333,0.7479999999999999,0.7479999999999999,47,53.04484677314758
0.0,0.7479999999999999,0.7479999999999999,48,54.362674713134766
0.1743333333333333,0.7479999999999999,0.7479999999999999,49,55.42127728462219
0.0,0.7479999999999999,0.7479999999999999,50,56.66901230812073
0.27366666666666667,0.7479999999999999,0.7479999999999999,51,57.6330623626709
0.0,0.7479999999999999,0.7479999999999999,52,58.88450050354004
0.4656666666666667,0.7479999999999999,0.7479999999999999,53,59.584248304367065
0.4026666666666667,0.7479999999999999,0.7479999999999999,54,60.37129616737366
0.05733333333333331,0.7479999999999999,0.7479999999999999,55,61.595256090164185
0.7389999999999999,0.7479999999999999,0.7479999999999999,56,61.96135497093201
0.6789999999999999,0.7479999999999999,0.7479999999999999,57,62.41261959075928
0.1683333333333333,0.7479999999999999,0.7479999999999999,58,63.48594856262207
0.1323333333333333,0.7479999999999999,0.7479999999999999,59,64.6073739528656
0.24933333333333332,0.7479999999999999,0.7479999999999999,60,65.56651496887207
0.0,0.7479999999999999,0.7479999999999999,61,66.82852935791016
0.29166666666666663,0.7479999999999999,0.7479999999999999,62,67.7764163017273
0.4629999999999999,0.7479999999999999,0.7479999999999999,63,68.58998155593872
0.24333333333333332,0.7479999999999999,0.7479999999999999,64,69.56170892715454
0.3486666666666666,0.7479999999999999,0.7479999999999999,65,70.42454361915588
0.541,0.7479999999999999,0.7479999999999999,66,71.06514954566956
0.21033333333333334,0.7479999999999999,0.7479999999999999,67,72.17535161972046
0.03633333333333333,0.7479999999999999,0.7479999999999999,68,73.42329335212708
0.24666666666666667,0.7479999999999999,0.7479999999999999,69,74.4295380115509
0.18633333333333332,0.7479999999999999,0.7479999999999999,70,75.48367547988892
0.5136666666666666,0.7479999999999999,0.7479999999999999,71,76.11877584457397
0.451,0.7479999999999999,0.7479999999999999,72,76.88523507118225
0.4749999999999999,0.7479999999999999,0.7479999999999999,73,77.62210869789124
0.2346666666666666,0.7479999999999999,0.7479999999999999,74,78.643958568573
0.09633333333333331,0.7479999999999999,0.7479999999999999,75,79.82081842422485
0.3336666666666666,0.7479999999999999,0.7479999999999999,76,80.76788878440857
0.0,0.7479999999999999,0.7479999999999999,77,82.0280065536499
0.29733333333333334,0.7479999999999999,0.7479999999999999,78,82.91677117347717
0.40599999999999997,0.7479999999999999,0.7479999999999999,79,83.74904608726501
0.0,0.7479999999999999,0.7479999999999999,80,85.00169944763184
0.3546666666666667,0.7479999999999999,0.7479999999999999,81,85.86008620262146
0.4626666666666666,0.7479999999999999,0.7479999999999999,82,86.56596255302429
0.1653333333333333,0.7479999999999999,0.7479999999999999,83,87.64377045631409
0.7360000000000001,0.7479999999999999,0.7479999999999999,84,88.01337027549744
0.37266666666666665,0.7479999999999999,0.7479999999999999,85,88.85104656219482
0.32199999999999995,0.7479999999999999,0.7479999999999999,86,89.80125832557678
0.42366666666666664,0.7479999999999999,0.7479999999999999,87,90.56551146507263
0.07233333333333332,0.7479999999999999,0.7479999999999999,88,91.7725019454956
0.19233333333333333,0.7479999999999999,0.7479999999999999,89,92.81618595123291
0.1293333333333333,0.7479999999999999,0.7479999999999999,90,93.9469039440155
0.24033333333333332,0.7479999999999999,0.7479999999999999,91,94.92168068885803
0.3153333333333333,0.7479999999999999,0.7479999999999999,92,95.79625964164734
0.18633333333333332,0.7479999999999999,0.7479999999999999,93,96.89532041549683
0.3996666666666666,0.7479999999999999,0.7479999999999999,94,97.6961452960968
0.6369999999999999,0.7479999999999999,0.7479999999999999,95,98.2065200805664
0.20733333333333334,0.7479999999999999,0.7479999999999999,96,99.23087167739868
0.06933333333333332,0.7479999999999999,0.7479999999999999,97,100.45140624046326
0.2313333333333333,0.7479999999999999,0.7479999999999999,98,101.44195461273193
0.21633333333333335,0.7479999999999999,0.7479999999999999,99,102.45787930488586
0.18966666666666662,0.7479999999999999,0.7479999999999999,100,103.56054997444153
0.3216666666666666,0.7479999999999999,0.7479999999999999,101,104.47264075279236
0.547,0.7479999999999999,0.7479999999999999,102,105.11004996299744
0.06633333333333331,0.7479999999999999,0.7479999999999999,103,106.33327007293701
0.09933333333333332,0.7479999999999999,0.7479999999999999,104,107.50193929672241
0.5166666666666666,0.7479999999999999,0.7479999999999999,105,108.13268518447876
0.23166666666666666,0.7479999999999999,0.7479999999999999,106,109.15956926345825
0.15633333333333332,0.7479999999999999,0.7479999999999999,107,110.24560880661011
0.5646666666666667,0.7479999999999999,0.7479999999999999,108,110.81132888793945
0.36066666666666664,0.7479999999999999,0.7479999999999999,109,111.6595311164856
0.29166666666666663,0.7479999999999999,0.7479999999999999,110,112.60288715362549
0.529,0.7479999999999999,0.7479999999999999,111,113.31872272491455
0.09033333333333331,0.7479999999999999,0.7479999999999999,112,114.49307179450989
0.26766666666666666,0.7479999999999999,0.7479999999999999,113,115.46760892868042
0.20433333333333334,0.7479999999999999,0.7479999999999999,114,116.48315048217773
0.754,0.754,0.754,115,116.83004975318909
0.24633333333333332,0.754,0.754,116,117.79080843925476
0.12966666666666668,0.754,0.754,117,118.96084260940552
0.38166666666666665,0.754,0.754,118,119.78065991401672
0.20433333333333334,0.754,0.754,119,120.80121564865112
0.0,0.754,0.754,120,122.05926561355591
