raw,rawselected,best,generations,tabu_list_size,neighborhood_size,runtime
0.2193333333333333,0.2193333333333333,0.2193333333333333,1,7,20,0.9992356300354004
0.502,0.502,0.502,2,7,20,23.233200311660767
0.544,0.544,0.544,3,7,20,49.921483516693115
0.544,0.544,0.544,4,7,20,71.64322280883789
0.544,0.544,0.544,5,7,20,92.80040669441223
0.544,0.544,0.544,6,7,20,116.10000514984131
0.544,0.544,0.544,7,7,20,139.96388030052185
0.571,0.571,0.571,8,7,20,161.20008444786072
0.5949999999999999,0.5949999999999999,0.5949999999999999,9,7,20,181.29331707954407
0.5949999999999999,0.5949999999999999,0.5949999999999999,10,7,20,205.5278344154358
0.5949999999999999,0.5949999999999999,0.5949999999999999,11,7,20,226.65233945846558
0.5949999999999999,0.5949999999999999,0.5949999999999999,12,7,20,247.6978244781494
0.5949999999999999,0.5949999999999999,0.5949999999999999,13,7,20,269.0939016342163
0.5949999999999999,0.5949999999999999,0.5949999999999999,14,7,20,288.958438873291
0.5949999999999999,0.5949999999999999,0.5949999999999999,15,7,20,309.4989104270935
0.5949999999999999,0.5949999999999999,0.5949999999999999,16,7,20,332.59123706817627
0.646,0.646,0.646,17,7,20,354.81500244140625
0.646,0.646,0.646,18,7,20,376.5531527996063
0.646,0.646,0.646,19,7,20,399.8296728134155
0.646,0.646,0.646,20,7,20,421.39482164382935
0.646,0.646,0.646,21,7,20,444.11181926727295
0.652,0.652,0.652,22,7,20,464.7900846004486
0.652,0.652,0.652,23,7,20,484.6822111606598
0.769,0.769,0.769,24,7,20,504.6210377216339
0.769,0.769,0.769,25,7,20,525.1373269557953
0.769,0.769,0.769,26,7,20,545.2616295814514
0.769,0.769,0.769,27,7,20,566.6420428752899
0.769,0.769,0.769,28,7,20,587.5789680480957
0.769,0.769,0.769,29,7,20,609.4754586219788
0.769,0.769,0.769,30,7,20,630.9109687805176
0.769,0.769,0.769,31,7,20,657.7919940948486
0.769,0.769,0.769,32,7,20,681.3260290622711
0.769,0.769,0.769,33,7,20,701.7995891571045
0.769,0.769,0.769,34,7,20,725.3220565319061
0.769,0.769,0.769,35,7,20,748.4205391407013
0.769,0.769,0.769,36,7,20,770.7349934577942
0.769,0.769,0.769,37,7,20,793.4505572319031
0.769,0.769,0.769,38,7,20,815.4432876110077
0.769,0.769,0.769,39,7,20,834.6441133022308
0.769,0.769,0.769,40,7,20,856.1821131706238
0.769,0.769,0.769,41,7,20,878.1960296630859
0.769,0.769,0.769,42,7,20,901.2145719528198
0.769,0.769,0.769,43,7,20,923.1487658023834
0.769,0.769,0.769,44,7,20,944.5573778152466
0.769,0.769,0.769,45,7,20,967.4812965393066
0.769,0.769,0.769,46,7,20,992.1297192573547
0.769,0.769,0.769,47,7,20,1014.8448390960693
0.769,0.769,0.769,48,7,20,1035.6873841285706
0.769,0.769,0.769,49,7,20,1058.5167396068573
0.769,0.769,0.769,50,7,20,1079.9793379306793
0.769,0.769,0.769,51,7,20,1102.43874001503
0.769,0.769,0.769,52,7,20,1125.820830821991
0.769,0.769,0.769,53,7,20,1146.126079082489
0.769,0.769,0.769,54,7,20,1167.7236742973328
0.769,0.769,0.769,55,7,20,1188.6956250667572
0.769,0.769,0.769,56,7,20,1211.4892072677612
0.769,0.769,0.769,57,7,20,1239.677892446518
0.769,0.769,0.769,58,7,20,1260.1666464805603
